code,product_name,brands,main_category,categories,labels_tags,allergens,ingredients_text,sugars_100g,lactose_100g,polyols_100g,caffeine_100g,nutriscore_grade,nova_group,url,image_url,axes_sensibles,substitution_group,reason,fodmap_high_count,fodmap_moderate_count,fodmap_low_count,fodmap_detected,fodmap_safe
3760052230660,fruits des bois à la vanille,"Karine & Jeff, Le bonheur est dans le pot",en:mixed-berry-jams,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures multifruits, Confitures de fruits rouges mélanges","en:no-gluten,en:organic,en:eu-organic,en:fr-bio-01",,"Valeurs nutritionmel sucre de canne roux*, framboises* (30%), fraises* (20%), myrtilles* (10%), épaississant : agar-agar*, écorces de vanille*.",42,,,,d,4,http://world-en.openfoodfacts.org/product/3760052230660/fruits-des-bois-a-la-vanille-karine-jeff,https://images.openfoodfacts.org/images/products/376/005/223/0660/front_fr.45.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,1,Aucun,OUI
3256224761129,Nectar orange/pêche/abricot sans sucres ajoutés brique 1L,U,en:multifruit-nectars,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars multifruits, Boissons et préparations de boissons, Jus de fruits et légumes","en:fsc,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-b,en:transformed-in-france",en:orange,"Jus et purées de fruits à base de concentrés 84%: pêche 34.5%, raisin 33.5%, orange 10% et abricot 6%, eau, antioxydant: acide ascorbique.",10.1,,,,c,1,http://world-en.openfoodfacts.org/product/3256224761129/nectar-orange-peche-abricot-sans-sucres-ajoutes-brique-1l-u,https://images.openfoodfacts.org/images/products/325/622/476/1129/front_fr.57.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
0051500040164,Confiture orange sans sucre ajouté,Smucker's,en:orange-jams,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'agrumes, Confitures d'orange","en:natural-flavors,en:no-added-sugar",,"jūs d'orange reconstitué et zestes, jus de raisin he blanc concentré, eau, pectine, acide citrique, gomme de guar, sorbate de potassium, chlorure de calcium, šucralose, aróme naturel, colorant, 7 mg de sucralose par portion de 15 ml % imported by / importé par 101",5,,,,b,4,http://world-en.openfoodfacts.org/product/0051500040164/confiture-orange-sans-sucre-ajoute-smucker-s,https://images.openfoodfacts.org/images/products/005/150/004/0164/front_fr.4.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3660668001978,1.2.3 fruits jus d'orange,1 2 3 Fruits,en:orange-juices-from-concentrate,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits à base de concentré, Jus d'orange, Jus d'orange à base de concentré","en:low-or-no-sugar,en:fsc,en:fsc-mix,en:no-added-sugar,en:fsc-c014047",,Jus d'orange à base de concentré.,8.2,,,,c,1,http://world-en.openfoodfacts.org/product/3660668001978/1-2-3-fruits-jus-d-orange,https://images.openfoodfacts.org/images/products/366/066/800/1978/front_fr.26.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3301594000252,Compote de pêches jaunes avec morceaux,Coteaux nantais,en:peach-compotes,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Desserts,Fruits et produits dérivés,Compotes,Compotes de pomme,Compotes de pêche","en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:green-dot,fr:ab-agriculture-biologique,fr:agriculture-bio-ue-et-non-ue",,"Pêches jaunes* 85%, sucre de canne* 15%, *ingrédients issus de l'agriculture biologique.",25,,,,c,3,http://world-en.openfoodfacts.org/product/3301594000252/compote-de-peches-jaunes-avec-morceaux-coteaux-nantais,https://images.openfoodfacts.org/images/products/330/159/400/0252/front_fr.46.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,1,Aucun,OUI
8436029241544,Jus de pêche biologique,Delizum,en:peach-juices,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de pêche","en:no-gluten,en:organic,en:eu-organic,en:es-eco-024-mu,en:green-dot",,Jus de pêche à partir de cremé* et concentré* (*issu de l'agriculture biologique).,9.9499998092651,,,,e,,http://world-en.openfoodfacts.org/product/8436029241544/jus-de-peche-biologique-delizum,https://images.openfoodfacts.org/images/products/843/602/924/1544/front_fr.4.400.jpg,gluten|lactose,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3329489422507,Pennes pois chiches et maïs,Markal,en:penne,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Céréales et pommes de terre, Céréales et dérivés, en:Specific products, Pâtes alimentaires, en:Products for specific diets, Produits sans gluten, Pâtes sèches, Pâtes alimentaires sans gluten, Pâtes sèches sans gluten, Pâtes de maïs, Penne sans gluten, Penne","en:no-gluten,en:organic,en:eu-organic,en:source-of-fibre,en:eu-agriculture,en:fr-bio-01,en:high-fibres,en:it-bio-009,en:made-in-italy,fr:ab-agriculture-biologique",,"Farine de pois chiches biologiques (51%), farine de maïs biologique (49%)",1.8,,,,a,1,http://world-en.openfoodfacts.org/product/3329489422507/pennes-pois-chiches-et-mais-markal,https://images.openfoodfacts.org/images/products/332/948/942/2507/front_en.7.400.jpg,gluten|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3350031899461,"Ananas en morceaux au jus d'ananas, certifié AB",Monoprix bio,en:pineapple,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Ananas","en:organic,en:eu-organic,en:no-added-sugar,fr:ab-agriculture-biologique",,Ananas en morceaux* - jus d'ananas*. * ingrédients issus de l'agriculture biologique. ** contient des sucres naturellement présents.,10,,,,a,1,http://world-en.openfoodfacts.org/product/3350031899461/ananas-en-morceaux-au-jus-d-ananas-certifie-ab-monoprix-bio,https://images.openfoodfacts.org/images/products/335/003/189/9461/front_fr.16.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,1,Aucun,OUI
3564700006948,Ananas tranches brisées jus naturel,"Marque Repère, Fruistar",en:pineapple-in-juice,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Fruits et produits dérivés, Fruits en conserve, Fruits au sirop, Fruits en conserve au jus, Ananas en conserve, Ananas au jus","en:low-or-no-sugar,en:no-added-sugar",,"Tranches brisées d'ananas, jus d'ananas, acidifiant : acide citrique.",14,,,,c,1,http://world-en.openfoodfacts.org/product/3564700006948/ananas-tranches-brisees-jus-naturel-marque-repere,https://images.openfoodfacts.org/images/products/356/470/000/6948/front_fr.8.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3256223028353,Jus d'Ananas à base de concentré,U,en:pineapple-juices-from-concentrate,"Aliments et boissons à base de végétaux,Boissons,Boissons à base de végétaux,Boissons aux fruits,Jus et nectars,Jus de fruits,Jus de fruits à base de concentré,Jus d'ananas,Jus d'ananas à base de concentré","en:fsc,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-c,en:transformed-in-france,en:fsc-c014047",,Jus d'ananas à base de jus d'ananas concentré.,11,,,,c,1,http://world-en.openfoodfacts.org/product/3256223028353/jus-d-ananas-a-base-de-concentre-u,https://images.openfoodfacts.org/images/products/325/622/302/8353/front_fr.23.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3701091716432,Riz calcium naturéo,NATURÉ O,en:plain-rice-based-drinks,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons au riz, Boissons végétales de riz nature","en:no-gluten,en:organic,en:eu-organic,en:eu-agriculture,en:fr-bio-01,en:it-bio-007,en:no-added-sugar,fr:ab-agriculture-biologique",,"Eau, riz* 16%, huile de tournesol*, Lithothamnium calcareum 0,4%, sel. *Ingrédients issus de l'agriculture biologique.",8.5,,,,e,3,http://world-en.openfoodfacts.org/product/3701091716432/riz-calcium-natureo-nature-o,https://images.openfoodfacts.org/images/products/370/109/171/6432/front_fr.42.400.jpg,gluten|lactose|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
8006040710505,Glace Lait De Riz Cacao,Naturattiva,en:plant-based-ice-cream-tubs,en:plant-based-ice-cream-tubs,"en:organic,en:eu-organic,en:it-bio-009,en:natural-flavors,en:no-lactose",,"I Raumtemperatur aufbewahren. ambiente. Estratto di riso* (59%) (acqua, riso* (20%), olio di girasole*), zucchero di canna di Piselli, stabilizzanti: farina di semi di carrube*, aromi naturali. *Biologico. • (DE) Glucosestrup* Wasser, Dextrose* Magerkakaopulver* (1,5%), Erbseneiweiss, Stabihsatoret} oil*), raw cane sugar* (12%), maltodextrin*, coconut oil* glucose syrup\ doit , (NI) PLANTAARDIG WIT OS MET CACAO - Ingrediënten: rijstextract* (59%) (13%), erwtenprote'ine, stabilisator: bloem van carob* natuurlijke aroma's. *BIOIoqisch huile de coco*, sirop de glucose*, eau, dextrose*, poudre de cacao majgre* nutrizionali per I Nihrwerte je] Nutr.itional values per /",23,,,,d,4,http://world-en.openfoodfacts.org/product/8006040710505/glace-lait-de-riz-cacao-naturattiva,https://images.openfoodfacts.org/images/products/800/604/071/0505/front_fr.6.400.jpg,lactose|sucre,lactose_free_dairy_or_alt,labels_tags indique sans lactose ou catégorie substitut laitier,0,0,0,Aucun,OUI
4104420146846,"Légumes, riz et poulet",Alnatura,en:prepared-rices,"Viandes et dérivés, Plats préparés, Plats préparés à la viande, Plats à la volaille, Céréales préparées, Plats au poulet, Riz préparés","en:no-gluten,en:organic,en:eu-organic,en:biodynamic-agriculture,en:de-oko-007,en:demeter,en:eu-agriculture",,"Eau, carottes * 28%, riz** cuit 15%, viande de poulet* 8%, brocolis* 6.5%, rutabagas** 3%, farine de maïs 2%, huile de colza** 1.8%, double concentré de tomates** 1%, persil**, livèche** *de l'agriculture biodynamique **de l'agriculture biologique",1.9,,,,a,3,http://world-en.openfoodfacts.org/product/4104420146846/legumes-riz-et-poulet-alnatura,https://images.openfoodfacts.org/images/products/410/442/014/6846/front_fr.6.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
8594038913668,Krupky - Soufflé de Maïs Bébé,"Krupky, Rej",en:puffed-cereals,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées","en:low-or-no-salt,en:low-or-no-sugar,en:no-gluten,en:no-gmos,en:no-preservatives,en:100-natural,en:100-vegetable,en:no-added-salt,en:no-added-sugar,en:no-palm-oil,en:no-peanuts",fr:Fabrication garantie sans allergènes,"99 % semoule de maïs, huile de colza, thiamin ( vitamine B1 )",0.2,,,,a,1,http://world-en.openfoodfacts.org/product/8594038913668/krupky-souffle-de-mais-bebe,https://images.openfoodfacts.org/images/products/859/403/891/3668/front_fr.29.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
8471557500763,Riz soufflé,Grillon d'Or,en:puffed-rice,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Grains soufflées, Céréales soufflées, Riz soufflé","en:organic,en:eu-organic,en:eu-agriculture,en:fr-bio-01,en:green-dot,en:no-added-sugar,fr:ab-agriculture-biologique",,Riz soufflé.,0.5,,,,b,1,http://world-en.openfoodfacts.org/product/8471557500763/riz-souffle-grillon-d-or,https://images.openfoodfacts.org/images/products/847/155/750/0763/front_fr.11.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3596710473090,Jus de Pruneau issu de l'agriculture biologique*Sans sucres ajoutés (dans la déno commerciale)* Comme tous les jus de fruits. Contient les sucres naturellement présents dans les fruits.,Auchan Bio,en:refrigerated-squeezed-juices,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de pruneaux, Boissons et préparations de boissons, Jus de fruits frais","en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-d,fr:ab-agriculture-biologique",,Jus de pruneau obtenu par extraction hydrique issu de l'agriculture biologique,12,,,,e,,http://world-en.openfoodfacts.org/product/3596710473090/jus-de-pruneau-issu-de-l-agriculture-biologique-sans-sucres-ajoutes-dans-la-deno-commerciale-comme-tous-les-jus-de-fruits-contient-les-sucres-naturellement-presents-dans-les-fruits-auchan-bio,https://images.openfoodfacts.org/images/products/359/671/047/3090/front_fr.147.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3760103146704,Tagliatelles Thaïes de Riz Complet,Autour du riz,en:rice-pasta,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes de riz","en:no-gluten,en:organic,en:crossed-grain-trademark,en:eu-organic,en:green-dot,en:th-bio-121,fr:ab-agriculture-biologique,fr:afdiag",,Riz complet thaïlandais issu de l'agriculture biologique.,0.68999999761581,,,,a,,http://world-en.openfoodfacts.org/product/3760103146704/tagliatelles-thaies-de-riz-complet-autour-du-riz,https://images.openfoodfacts.org/images/products/376/010/314/6704/front_fr.20.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3229820798493,Boisson épeautre,Bjorg,en:spelt-based-drinks,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons végétales de blé, Boissons végétales d'épeautre","en:organic,en:eu-organic,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-b,fr:ab-agriculture-biologique",en:gluten,"Eau, Epeautre* 15%, Huile de tournesol* pressée à froid, Sel marin. * ingrédients biologiques.",4.1,,,,d,3,http://world-en.openfoodfacts.org/product/3229820798493/boisson-epeautre-bjorg,https://images.openfoodfacts.org/images/products/322/982/079/8493/front_fr.5.400.jpg,gluten|lactose|sucre,lactose_free_dairy_or_alt,labels_tags indique sans lactose ou catégorie substitut laitier,0,0,0,Aucun,OUI
3222471021538,Concentré citron A utiliser pour vos assaisonnements,Casino,en:syrups,"Boissons, Sirops","en:no-added-sugar,en:no-colorings",,Eau - jus de citron à base de concentré 40 % - pulpes de citron - acidifiant : acide citrique - arômes naturels d'agrumes - antioxydant : acide ascorbique.,1,,,,b,4,http://world-en.openfoodfacts.org/product/3222471021538/concentre-citron-a-utiliser-pour-vos-assaisonnements-casino,https://images.openfoodfacts.org/images/products/322/247/102/1538/front_fr.10.400.jpg,sucre|ultra_transforme,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3760214930100,Herbalist Bio Thé Vert Au Jus de Grenade,"Herbalist, Herbalist Infusions Véritables",en:tea-based-beverages,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Boissons au thé","en:organic,en:eu-organic,en:no-preservatives,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,en:made-in-france,en:no-added-sugar,en:no-additives,fr:ab-agriculture-biologique,fr:clean-label",,"Infusion de Sencha* 92,9% (eau, feuilles de Thé Sencha*), jus(1) de raisin blanc* 5%, jus(1) de grenade* 2,1%. *Issu de l'agriculture biologique. (1) A base de concentré.",4.7,,,,c,,http://world-en.openfoodfacts.org/product/3760214930100/herbalist-bio-the-vert-au-jus-de-grenade,https://images.openfoodfacts.org/images/products/376/021/493/0100/front_fr.22.400.jpg,sucre|cafeine,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
5060426810107,Riz au lait de coco vegetal 2x125g,"La Coconut Collab, La Coop, The Coconut Co.",en:vegan-rice-puddings,"Aliments et boissons à base de végétaux, Substituts de produits laitiers, Desserts, Desserts végétaliens, Riz au lait végétaliens","en:no-gluten,en:vegetarian,en:no-preservatives,en:vegan,en:green-dot,en:made-in-france,en:no-lactose,en:the-vegan-society,fr:triman",,"Dessert végétal riz au lalt de coco: Lait de Coco (60%), eau, sucre, riz (8%), farine de riz, extrait de vanille (0.45%), stabilisants: gomme de caroube, grains de vanille (0,01%).",9.5,,,,c,4,http://world-en.openfoodfacts.org/product/5060426810107/riz-au-lait-de-coco-vegetal-2x125g-la-coconut-collab,https://images.openfoodfacts.org/images/products/506/042/681/0107/front_fr.53.400.jpg,gluten|lactose|sucre|cafeine,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,1,Aucun,OUI
3083681127430,Maïs SSA 1/4 x3,Bonduelle,en:vegetables-prepared-processed-shelf-stable,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Céréales et pommes de terre, Graines, Légumes et dérivés, Aliments à base de plantes en conserve, Céréales et dérivés, Légumes en conserve, Céréales en grains, Maïs, Céréales en conserve, Maïs doux, Maïs en conserve, Maïs doux en conserve, en:Vegetables - Prepared/Processed (Shelf Stable)","en:no-gmos,en:fsc,en:fsc-mix,en:grown-in-france,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a,fr:triman",,"Maïs doux en grains, eau, sel. Contient des sucres naturellement présents. Pour la France (si étiquetage du logo ss OGM) : Maïs doux en grains sans OGM (Organisme Génétiquement Modifié), eau, sel. Contient des sucres naturellement présents.",6.3,,,,b,3,http://world-en.openfoodfacts.org/product/3083681127430/mais-ssa-1-4-x3-bonduelle,https://images.openfoodfacts.org/images/products/308/368/112/7430/front_fr.50.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,2,Aucun,OUI
3760231780771,Recette N° 17 - Chocolat au Lait de coco - Coco rapée,Carré Suisse,fr:barres-chocolatees-a-la-noix-de-coco,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Barres, Confiseries chocolatées, Chocolats, Chocolats au lait, Barres chocolatées, Tablette de chocolat au lait, Barres chocolatées à la noix de coco","en:fair-trade,en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:non-eu-agriculture,en:vegan,en:fairtrade-cocoa,en:fsc,en:fsc-mix,en:green-dot,en:made-in-swiss,en:no-lecithine,en:pure-cocoa-butter,fr:ab-agriculture-biologique,fr:bio-equitable",,"Sucre de coco, pâte de cacao, beurre de cacao, lait de coco en poudre 10% (lait de coco, maltodextrine), flocons de noix de coco (10%), gousses de vanille.",35,,,,e,4,http://world-en.openfoodfacts.org/product/3760231780771/recette-n-17-chocolat-au-lait-de-coco-coco-rapee-carre-suisse,https://images.openfoodfacts.org/images/products/376/023/178/0771/front_en.31.400.jpg,gluten|lactose|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3272036007583,Specialité concentrée au citron,Moulin de Valdonne,fr:boisson-a-diluer,Boisson à diluer,en:no-added-sugar,,"Jus de citron et d'orange à base de concentrés 46% (dont 42 thmen), eau, pulpes de citron, acidifiant: acide citrique, arôme naturel de citron HALEURS",0.3,,,,a,1,http://world-en.openfoodfacts.org/product/3272036007583/specialite-concentree-au-citron-moulin-de-valdonne,https://images.openfoodfacts.org/images/products/327/203/600/7583/front_fr.4.400.jpg,sucre|ultra_transforme,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3273120019482,Boulgour de riz à la châtaigne,"celnat, les natures",fr:cereales-precuites,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Riz, Gruau, Riz complet, Gruau de blé, Boulghours, Cereales precuites","en:no-gluten,en:organic,en:eu-organic,en:fr-bio-01,fr:ab-agriculture-biologique,fr:nutriments-preserves",,"Riz long complet*, châtaignes toastées* 30 % * ingrédients issus de l’agriculture biologique.",8.1,,,,b,1,http://world-en.openfoodfacts.org/product/3273120019482/boulgour-de-riz-a-la-chataigne-celnat,https://images.openfoodfacts.org/images/products/327/312/001/9482/front_fr.16.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3175681054332,Céréchoc farine de maïs et de riz,"Gerblé, Gerblé sans gluten",fr:cereales-sans-gluten,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Céréales sans gluten","en:low-or-no-fat,en:low-fat,en:no-gluten,en:crossed-grain-trademark,en:source-of-fibre,en:high-fibres,fr:afdiag,fr:faible-teneur-en-matieres-grasses-saturees",,"Farine de maïs 56,7%, farine de riz 18,5% ,  chocolat de ménage en poudre 17%, sucre,  sel.",23,,,,d,3,http://world-en.openfoodfacts.org/product/3175681054332/cerechoc-farine-de-mais-et-de-riz-gerble,https://images.openfoodfacts.org/images/products/317/568/105/4332/front_fr.14.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,1,Aucun,OUI
7627534169596,Farine de pois chiche,"Coop Naturalplan, Naturaplan",fr:farines-sans-gluten,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Farines, Farines de légumineuses, Farines de pois chiche, Farines sans gluten","en:no-gluten,en:organic,en:source-of-proteins,en:bio-suisse,en:high-proteins,fr:free-form-sans-gluten",,Farine de pois chiches,2.4,,,,a,1,http://world-en.openfoodfacts.org/product/7627534169596/farine-de-pois-chiche-coop-naturalplan,https://images.openfoodfacts.org/images/products/762/753/416/9596/front_fr.17.400.jpg,gluten|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
7503008588288,Tortillas de maïs,Tortillas Guanajuato,fr:glucide,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains plats, Tortillas de maïs, Glucide","en:no-gluten,en:without-allergens",,"Maïs 62%, Eau, Acide citrique, Sodium propionate, Sorbate de potassium,",0,,,,a,3,http://world-en.openfoodfacts.org/product/7503008588288/tortillas-de-mais-tortillas-guanajuato,https://images.openfoodfacts.org/images/products/750/300/858/8288/front_fr.3.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3274936601205,Pur jus de raison muscaté,Plein Fruit,fr:jus-de-fruits-smoothies,"Boissons, JUS DE FRUITS & SMOOTHIES","en:made-in-france,en:no-added-sugar,en:produced-in-brittany",,"Jus de raisin, jus de raisin muscaté (20%).",16,,,,unknown,1,http://world-en.openfoodfacts.org/product/3274936601205/pur-jus-de-raison-muscate-plein-fruit,https://images.openfoodfacts.org/images/products/327/493/660/1205/front_fr.16.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3222475419102,Boisson végétale à base de riz,"Casino, Casino Bio",fr:limonades-et-tonics,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Céréales et pommes de terre, Substituts de produits laitiers, Céréales et dérivés, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Boissons végétales de céréales, Boissons au riz, Boissons sans sucre ajouté, Boissons végétales de riz nature, Limonades et tonics","en:organic,en:eu-organic,en:no-preservatives,en:it-bio-009,en:no-added-sugar,en:no-colorings,fr:ab-agriculture-biologique",,Eau - riz* 14% - huile de tournesol* - sel *ingrédients issus de l'agriculture biologique,9.1,,,,e,3,http://world-en.openfoodfacts.org/product/3222475419102/boisson-vegetale-a-base-de-riz-casino,https://images.openfoodfacts.org/images/products/322/247/541/9102/front_fr.35.400.jpg,lactose|sucre,lactose_free_dairy_or_alt,labels_tags indique sans lactose ou catégorie substitut laitier,0,0,0,Aucun,OUI
3256224126539,"Jus mirabelle de Lorraine ""fruits de chez nous""",U,fr:nectars-de-mirabelle,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Nectars de fruits, Nectars de mirabelle","fr:fruits-et-legumes-de-france,en:harvested-in-france,en:no-added-sugar,en:pgi,en:transformed-in-france,fr:fruits-de-france,fr:recycle-plastique",,"Eau, purée de mirabelle de Lorraine I.G.P* 30% (France), sucre, acidifiant : jus de citron à base de concentré, antioxydant : acide ascorbique.*Indication Géographique Protégée.",11.1,,,,e,3,http://world-en.openfoodfacts.org/product/3256224126539/jus-mirabelle-de-lorraine-fruits-de-chez-nous-u,https://images.openfoodfacts.org/images/products/325/622/412/6539/front_fr.44.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,1,Aucun,OUI
8413700405815,Crème catalane - sans gluten,"Carmencita, Jesus Navarro",fr:preparations-pour-cremes,"Aides culinaires, Préparations pour desserts, Préparations pour crème catalane, Préparations pour crèmes","en:no-gluten,en:made-in-spain",,"Amidon de maïs, sel, maltodextrine, extrait de safran et arômes.",0.4,,,,unknown,4,http://world-en.openfoodfacts.org/product/8413700405815/creme-catalane-sans-gluten-carmencita,https://images.openfoodfacts.org/images/products/841/370/040/5815/front_fr.34.400.jpg,gluten|lactose|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
